Date,Year,Month,Decade,Season,Monthly_Anomaly,Monthly_Unc,Is_Positive_Anomaly,Is_Cold_Month,Is_Hot_Month,Above_1C,Above_1_5C,Above_2C
1878-04-01,1878,4,1870,Spring,0.31,0.175,True,False,False,False,False,False
1878-05-01,1878,5,1870,Spring,-0.053,0.173,False,False,False,False,False,False
1878-06-01,1878,6,1870,Summer,0.114,0.162,True,False,False,False,False,False
1878-07-01,1878,7,1870,Summer,0.135,0.172,True,False,False,False,False,False
1878-08-01,1878,8,1870,Summer,0.082,0.197,True,False,False,False,False,False
1878-09-01,1878,9,1870,Autumn,-0.011,0.162,False,False,False,False,False,False
1878-10-01,1878,10,1870,Autumn,-0.046,0.168,False,False,False,False,False,False
1878-11-01,1878,11,1870,Autumn,0.024,0.181,True,False,False,False,False,False
1878-12-01,1878,12,1870,Winter,-0.118,0.182,False,False,False,False,False,False
1879-01-01,1879,1,1870,Winter,-0.117,0.198,False,False,False,False,False,False
1879-02-01,1879,2,1870,Winter,-0.224,0.178,False,False,False,False,False,False
1879-03-01,1879,3,1870,Spring,-0.072,0.179,False,False,False,False,False,False
1879-04-01,1879,4,1870,Spring,-0.295,0.169,False,False,False,False,False,False
1879-05-01,1879,5,1870,Spring,-0.256,0.164,False,False,False,False,False,False
1879-06-01,1879,6,1870,Summer,-0.2,0.166,False,False,False,False,False,False
1879-07-01,1879,7,1870,Summer,-0.218,0.172,False,False,False,False,False,False
1879-08-01,1879,8,1870,Summer,-0.246,0.189,False,False,False,False,False,False
1879-09-01,1879,9,1870,Autumn,-0.308,0.174,False,False,False,False,False,False
1879-10-01,1879,10,1870,Autumn,-0.09,0.177,False,False,False,False,False,False
1879-11-01,1879,11,1870,Autumn,-0.285,0.179,False,False,False,False,False,False
1879-12-01,1879,12,1870,Winter,-0.487,0.19,False,False,False,False,False,False
1880-01-01,1880,1,1880,Winter,-0.386,0.22,False,False,False,False,False,False
1880-02-01,1880,2,1880,Winter,-0.497,0.18,False,False,False,False,False,False
1880-03-01,1880,3,1880,Spring,-0.272,0.184,False,False,False,False,False,False
1880-04-01,1880,4,1880,Spring,-0.338,0.197,False,False,False,False,False,False
1880-05-01,1880,5,1880,Spring,-0.225,0.189,False,False,False,False,False,False
1880-06-01,1880,6,1880,Summer,-0.311,0.171,False,False,False,False,False,False
1880-07-01,1880,7,1880,Summer,-0.27,0.188,False,False,False,False,False,False
1880-08-01,1880,8,1880,Summer,-0.19,0.2,False,False,False,False,False,False
1880-09-01,1880,9,1880,Autumn,-0.377,0.165,False,False,False,False,False,False
1880-10-01,1880,10,1880,Autumn,-0.313,0.184,False,False,False,False,False,False
1880-11-01,1880,11,1880,Autumn,-0.179,0.178,False,False,False,False,False,False
1880-12-01,1880,12,1880,Winter,-0.232,0.18,False,False,False,False,False,False
1881-01-01,1881,1,1880,Winter,-0.083,0.251,False,False,False,False,False,False
1881-02-01,1881,2,1880,Winter,-0.185,0.187,False,False,False,False,False,False
1881-03-01,1881,3,1880,Spring,-0.063,0.176,False,False,False,False,False,False
1881-04-01,1881,4,1880,Spring,-0.005,0.175,False,False,False,False,False,False
1881-05-01,1881,5,1880,Spring,-0.066,0.167,False,False,False,False,False,False
1881-06-01,1881,6,1880,Summer,-0.347,0.159,False,False,False,False,False,False
1881-07-01,1881,7,1880,Summer,-0.151,0.182,False,False,False,False,False,False
1881-08-01,1881,8,1880,Summer,-0.139,0.178,False,False,False,False,False,False
1881-09-01,1881,9,1880,Autumn,-0.308,0.165,False,False,False,False,False,False
1881-10-01,1881,10,1880,Autumn,-0.251,0.156,False,False,False,False,False,False
1881-11-01,1881,11,1880,Autumn,-0.387,0.2,False,False,False,False,False,False
1881-12-01,1881,12,1880,Winter,-0.213,0.171,False,False,False,False,False,False
1882-01-01,1882,1,1880,Winter,0.093,0.194,True,False,False,False,False,False
1882-02-01,1882,2,1880,Winter,0.014,0.185,True,False,False,False,False,False
1882-03-01,1882,3,1880,Spring,-0.106,0.155,False,False,False,False,False,False
1882-04-01,1882,4,1880,Spring,-0.282,0.146,False,False,False,False,False,False
1882-05-01,1882,5,1880,Spring,-0.257,0.168,False,False,False,False,False,False
1882-06-01,1882,6,1880,Summer,-0.349,0.16,False,False,False,False,False,False
1882-07-01,1882,7,1880,Summer,-0.356,0.162,False,False,False,False,False,False
1882-08-01,1882,8,1880,Summer,-0.201,0.173,False,False,False,False,False,False
1882-09-01,1882,9,1880,Autumn,-0.203,0.156,False,False,False,False,False,False
1882-10-01,1882,10,1880,Autumn,-0.352,0.142,False,False,False,False,False,False
1882-11-01,1882,11,1880,Autumn,-0.444,0.172,False,False,False,False,False,False
1882-12-01,1882,12,1880,Winter,-0.567,0.153,False,True,False,False,False,False
1883-01-01,1883,1,1880,Winter,-0.399,0.176,False,False,False,False,False,False
1883-02-01,1883,2,1880,Winter,-0.427,0.183,False,False,False,False,False,False
1883-03-01,1883,3,1880,Spring,-0.092,0.136,False,False,False,False,False,False
1883-04-01,1883,4,1880,Spring,-0.319,0.148,False,False,False,False,False,False
1883-05-01,1883,5,1880,Spring,-0.234,0.159,False,False,False,False,False,False
1883-06-01,1883,6,1880,Summer,-0.13,0.149,False,False,False,False,False,False
1883-07-01,1883,7,1880,Summer,-0.272,0.187,False,False,False,False,False,False
1883-08-01,1883,8,1880,Summer,-0.35,0.171,False,False,False,False,False,False
1883-09-01,1883,9,1880,Autumn,-0.368,0.148,False,False,False,False,False,False
1883-10-01,1883,10,1880,Autumn,-0.285,0.154,False,False,False,False,False,False
1883-11-01,1883,11,1880,Autumn,-0.504,0.152,False,True,False,False,False,False
1883-12-01,1883,12,1880,Winter,-0.274,0.17,False,False,False,False,False,False
1884-01-01,1884,1,1880,Winter,-0.241,0.171,False,False,False,False,False,False
1884-02-01,1884,2,1880,Winter,-0.193,0.167,False,False,False,False,False,False
1884-03-01,1884,3,1880,Spring,-0.495,0.144,False,False,False,False,False,False
1884-04-01,1884,4,1880,Spring,-0.549,0.137,False,True,False,False,False,False
1884-05-01,1884,5,1880,Spring,-0.58,0.152,False,True,False,False,False,False
1884-06-01,1884,6,1880,Summer,-0.52,0.14,False,True,False,False,False,False
1884-07-01,1884,7,1880,Summer,-0.551,0.162,False,True,False,False,False,False
1884-08-01,1884,8,1880,Summer,-0.471,0.174,False,False,False,False,False,False
1884-09-01,1884,9,1880,Autumn,-0.531,0.168,False,True,False,False,False,False
1884-10-01,1884,10,1880,Autumn,-0.475,0.143,False,False,False,False,False,False
1884-11-01,1884,11,1880,Autumn,-0.606,0.162,False,True,False,False,False,False
1884-12-01,1884,12,1880,Winter,-0.446,0.184,False,False,False,False,False,False
1885-01-01,1885,1,1880,Winter,-0.673,0.185,False,True,False,False,False,False
1885-02-01,1885,2,1880,Winter,-0.471,0.159,False,False,False,False,False,False
1885-03-01,1885,3,1880,Spring,-0.371,0.14,False,False,False,False,False,False
1885-04-01,1885,4,1880,Spring,-0.518,0.154,False,True,False,False,False,False
1885-05-01,1885,5,1880,Spring,-0.541,0.185,False,True,False,False,False,False
1885-06-01,1885,6,1880,Summer,-0.578,0.179,False,True,False,False,False,False
1885-07-01,1885,7,1880,Summer,-0.354,0.182,False,False,False,False,False,False
1885-08-01,1885,8,1880,Summer,-0.435,0.172,False,False,False,False,False,False
1885-09-01,1885,9,1880,Autumn,-0.432,0.162,False,False,False,False,False,False
1885-10-01,1885,10,1880,Autumn,-0.33,0.172,False,False,False,False,False,False
1885-11-01,1885,11,1880,Autumn,-0.406,0.158,False,False,False,False,False,False
1885-12-01,1885,12,1880,Winter,-0.168,0.147,False,False,False,False,False,False
1886-01-01,1886,1,1880,Winter,-0.628,0.164,False,True,False,False,False,False
1886-02-01,1886,2,1880,Winter,-0.627,0.146,False,True,False,False,False,False
1886-03-01,1886,3,1880,Spring,-0.535,0.122,False,True,False,False,False,False
1886-04-01,1886,4,1880,Spring,-0.398,0.144,False,False,False,False,False,False
1886-05-01,1886,5,1880,Spring,-0.322,0.15,False,False,False,False,False,False
1886-06-01,1886,6,1880,Summer,-0.468,0.128,False,False,False,False,False,False
1886-07-01,1886,7,1880,Summer,-0.276,0.164,False,False,False,False,False,False
1886-08-01,1886,8,1880,Summer,-0.434,0.182,False,False,False,False,False,False
1886-09-01,1886,9,1880,Autumn,-0.488,0.174,False,False,False,False,False,False
1886-10-01,1886,10,1880,Autumn,-0.458,0.143,False,False,False,False,False,False
1886-11-01,1886,11,1880,Autumn,-0.563,0.155,False,True,False,False,False,False
1886-12-01,1886,12,1880,Winter,-0.376,0.157,False,False,False,False,False,False
1887-01-01,1887,1,1880,Winter,-0.938,0.16,False,True,False,False,False,False
1887-02-01,1887,2,1880,Winter,-0.701,0.137,False,True,False,False,False,False
1887-03-01,1887,3,1880,Spring,-0.471,0.139,False,False,False,False,False,False
1887-04-01,1887,4,1880,Spring,-0.378,0.137,False,False,False,False,False,False
1887-05-01,1887,5,1880,Spring,-0.464,0.159,False,False,False,False,False,False
1887-06-01,1887,6,1880,Summer,-0.492,0.143,False,False,False,False,False,False
1887-07-01,1887,7,1880,Summer,-0.351,0.171,False,False,False,False,False,False
1887-08-01,1887,8,1880,Summer,-0.545,0.179,False,True,False,False,False,False
1887-09-01,1887,9,1880,Autumn,-0.398,0.148,False,False,False,False,False,False
1887-10-01,1887,10,1880,Autumn,-0.429,0.14,False,False,False,False,False,False
1887-11-01,1887,11,1880,Autumn,-0.419,0.156,False,False,False,False,False,False
1887-12-01,1887,12,1880,Winter,-0.423,0.146,False,False,False,False,False,False
1888-01-01,1888,1,1880,Winter,-0.346,0.17,False,False,False,False,False,False
1888-02-01,1888,2,1880,Winter,-0.513,0.137,False,True,False,False,False,False
1888-03-01,1888,3,1880,Spring,-0.446,0.123,False,False,False,False,False,False
1888-04-01,1888,4,1880,Spring,-0.376,0.149,False,False,False,False,False,False
1888-05-01,1888,5,1880,Spring,-0.351,0.168,False,False,False,False,False,False
1888-06-01,1888,6,1880,Summer,-0.321,0.149,False,False,False,False,False,False
1888-07-01,1888,7,1880,Summer,-0.243,0.161,False,False,False,False,False,False
1888-08-01,1888,8,1880,Summer,-0.27,0.169,False,False,False,False,False,False
1888-09-01,1888,9,1880,Autumn,-0.294,0.151,False,False,False,False,False,False
1888-10-01,1888,10,1880,Autumn,-0.092,0.141,False,False,False,False,False,False
1888-11-01,1888,11,1880,Autumn,-0.164,0.156,False,False,False,False,False,False
1888-12-01,1888,12,1880,Winter,-0.116,0.153,False,False,False,False,False,False
1889-01-01,1889,1,1880,Winter,-0.121,0.168,False,False,False,False,False,False
1889-02-01,1889,2,1880,Winter,0.223,0.143,True,False,False,False,False,False
1889-03-01,1889,3,1880,Spring,0.046,0.13,True,False,False,False,False,False
1889-04-01,1889,4,1880,Spring,0.062,0.137,True,False,False,False,False,False
1889-05-01,1889,5,1880,Spring,-0.153,0.147,False,False,False,False,False,False
1889-06-01,1889,6,1880,Summer,-0.196,0.132,False,False,False,False,False,False
1889-07-01,1889,7,1880,Summer,-0.161,0.166,False,False,False,False,False,False
1889-08-01,1889,8,1880,Summer,-0.289,0.171,False,False,False,False,False,False
1889-09-01,1889,9,1880,Autumn,-0.353,0.153,False,False,False,False,False,False
1889-10-01,1889,10,1880,Autumn,-0.301,0.136,False,False,False,False,False,False
1889-11-01,1889,11,1880,Autumn,-0.495,0.138,False,False,False,False,False,False
1889-12-01,1889,12,1880,Winter,-0.333,0.134,False,False,False,False,False,False
1890-01-01,1890,1,1890,Winter,-0.447,0.138,False,False,False,False,False,False
1890-02-01,1890,2,1890,Winter,-0.427,0.143,False,False,False,False,False,False
1890-03-01,1890,3,1890,Spring,-0.56,0.138,False,True,False,False,False,False
1890-04-01,1890,4,1890,Spring,-0.418,0.135,False,False,False,False,False,False
1890-05-01,1890,5,1890,Spring,-0.5,0.147,False,False,False,False,False,False
1890-06-01,1890,6,1890,Summer,-0.477,0.13,False,False,False,False,False,False
1890-07-01,1890,7,1890,Summer,-0.439,0.165,False,False,False,False,False,False
1890-08-01,1890,8,1890,Summer,-0.474,0.168,False,False,False,False,False,False
1890-09-01,1890,9,1890,Autumn,-0.461,0.146,False,False,False,False,False,False
1890-10-01,1890,10,1890,Autumn,-0.29,0.136,False,False,False,False,False,False
1890-11-01,1890,11,1890,Autumn,-0.672,0.149,False,True,False,False,False,False
1890-12-01,1890,12,1890,Winter,-0.373,0.163,False,False,False,False,False,False
1891-01-01,1891,1,1890,Winter,-0.482,0.169,False,False,False,False,False,False
1891-02-01,1891,2,1890,Winter,-0.589,0.167,False,True,False,False,False,False
1891-03-01,1891,3,1890,Spring,-0.221,0.141,False,False,False,False,False,False
1891-04-01,1891,4,1890,Spring,-0.365,0.14,False,False,False,False,False,False
1891-05-01,1891,5,1890,Spring,-0.264,0.147,False,False,False,False,False,False
1891-06-01,1891,6,1890,Summer,-0.363,0.136,False,False,False,False,False,False
1891-07-01,1891,7,1890,Summer,-0.337,0.163,False,False,False,False,False,False
1891-08-01,1891,8,1890,Summer,-0.296,0.168,False,False,False,False,False,False
1891-09-01,1891,9,1890,Autumn,-0.27,0.144,False,False,False,False,False,False
1891-10-01,1891,10,1890,Autumn,-0.34,0.147,False,False,False,False,False,False
1891-11-01,1891,11,1890,Autumn,-0.507,0.145,False,True,False,False,False,False
1891-12-01,1891,12,1890,Winter,-0.106,0.133,False,False,False,False,False,False
1892-01-01,1892,1,1890,Winter,-0.275,0.155,False,False,False,False,False,False
1892-02-01,1892,2,1890,Winter,-0.175,0.137,False,False,False,False,False,False
1892-03-01,1892,3,1890,Spring,-0.437,0.14,False,False,False,False,False,False
1892-04-01,1892,4,1890,Spring,-0.486,0.138,False,False,False,False,False,False
1892-05-01,1892,5,1890,Spring,-0.398,0.151,False,False,False,False,False,False
1892-06-01,1892,6,1890,Summer,-0.285,0.147,False,False,False,False,False,False
1892-07-01,1892,7,1890,Summer,-0.459,0.165,False,False,False,False,False,False
1892-08-01,1892,8,1890,Summer,-0.44,0.17,False,False,False,False,False,False
1892-09-01,1892,9,1890,Autumn,-0.399,0.145,False,False,False,False,False,False
1892-10-01,1892,10,1890,Autumn,-0.264,0.135,False,False,False,False,False,False
1892-11-01,1892,11,1890,Autumn,-0.754,0.136,False,True,False,False,False,False
1892-12-01,1892,12,1890,Winter,-0.5,0.151,False,False,False,False,False,False
1893-01-01,1893,1,1890,Winter,-0.894,0.142,False,True,False,False,False,False
1893-02-01,1893,2,1890,Winter,-0.617,0.124,False,True,False,False,False,False
1893-03-01,1893,3,1890,Spring,-0.288,0.112,False,False,False,False,False,False
1893-04-01,1893,4,1890,Spring,-0.352,0.129,False,False,False,False,False,False
1893-05-01,1893,5,1890,Spring,-0.383,0.145,False,False,False,False,False,False
1893-06-01,1893,6,1890,Summer,-0.298,0.153,False,False,False,False,False,False
1893-07-01,1893,7,1890,Summer,-0.17,0.163,False,False,False,False,False,False
1893-08-01,1893,8,1890,Summer,-0.268,0.166,False,False,False,False,False,False
1893-09-01,1893,9,1890,Autumn,-0.349,0.146,False,False,False,False,False,False
1893-10-01,1893,10,1890,Autumn,-0.22,0.131,False,False,False,False,False,False
1893-11-01,1893,11,1890,Autumn,-0.33,0.124,False,False,False,False,False,False
1893-12-01,1893,12,1890,Winter,-0.401,0.125,False,False,False,False,False,False
1894-01-01,1894,1,1890,Winter,-0.533,0.139,False,True,False,False,False,False
1894-02-01,1894,2,1890,Winter,-0.414,0.135,False,False,False,False,False,False
1894-03-01,1894,3,1890,Spring,-0.317,0.127,False,False,False,False,False,False
1894-04-01,1894,4,1890,Spring,-0.516,0.134,False,True,False,False,False,False
1894-05-01,1894,5,1890,Spring,-0.394,0.143,False,False,False,False,False,False
1894-06-01,1894,6,1890,Summer,-0.452,0.148,False,False,False,False,False,False
1894-07-01,1894,7,1890,Summer,-0.277,0.169,False,False,False,False,False,False
1894-08-01,1894,8,1890,Summer,-0.281,0.167,False,False,False,False,False,False
1894-09-01,1894,9,1890,Autumn,-0.346,0.142,False,False,False,False,False,False
1894-10-01,1894,10,1890,Autumn,-0.222,0.129,False,False,False,False,False,False
1894-11-01,1894,11,1890,Autumn,-0.418,0.132,False,False,False,False,False,False
1894-12-01,1894,12,1890,Winter,-0.328,0.131,False,False,False,False,False,False
1895-01-01,1895,1,1890,Winter,-0.476,0.145,False,False,False,False,False,False
1895-02-01,1895,2,1890,Winter,-0.462,0.129,False,False,False,False,False,False
1895-03-01,1895,3,1890,Spring,-0.429,0.127,False,False,False,False,False,False
1895-04-01,1895,4,1890,Spring,-0.284,0.138,False,False,False,False,False,False
1895-05-01,1895,5,1890,Spring,-0.324,0.154,False,False,False,False,False,False
1895-06-01,1895,6,1890,Summer,-0.278,0.141,False,False,False,False,False,False
1895-07-01,1895,7,1890,Summer,-0.219,0.173,False,False,False,False,False,False
1895-08-01,1895,8,1890,Summer,-0.3,0.169,False,False,False,False,False,False
1895-09-01,1895,9,1890,Autumn,-0.333,0.144,False,False,False,False,False,False
1895-10-01,1895,10,1890,Autumn,-0.236,0.13,False,False,False,False,False,False
1895-11-01,1895,11,1890,Autumn,-0.221,0.133,False,False,False,False,False,False
1895-12-01,1895,12,1890,Winter,-0.21,0.128,False,False,False,False,False,False
1896-01-01,1896,1,1890,Winter,-0.231,0.141,False,False,False,False,False,False
1896-02-01,1896,2,1890,Winter,-0.27,0.128,False,False,False,False,False,False
1896-03-01,1896,3,1890,Spring,-0.459,0.119,False,False,False,False,False,False
1896-04-01,1896,4,1890,Spring,-0.491,0.137,False,False,False,False,False,False
1896-05-01,1896,5,1890,Spring,-0.27,0.149,False,False,False,False,False,False
1896-06-01,1896,6,1890,Summer,-0.129,0.138,False,False,False,False,False,False
1896-07-01,1896,7,1890,Summer,-0.099,0.163,False,False,False,False,False,False
1896-08-01,1896,8,1890,Summer,-0.115,0.169,False,False,False,False,False,False
1896-09-01,1896,9,1890,Autumn,-0.188,0.151,False,False,False,False,False,False
1896-10-01,1896,10,1890,Autumn,-0.041,0.127,False,False,False,False,False,False
1896-11-01,1896,11,1890,Autumn,-0.293,0.133,False,False,False,False,False,False
1896-12-01,1896,12,1890,Winter,-0.117,0.135,False,False,False,False,False,False
1897-01-01,1897,1,1890,Winter,-0.19,0.168,False,False,False,False,False,False
1897-02-01,1897,2,1890,Winter,-0.293,0.119,False,False,False,False,False,False
1897-03-01,1897,3,1890,Spring,-0.301,0.125,False,False,False,False,False,False
1897-04-01,1897,4,1890,Spring,-0.064,0.129,False,False,False,False,False,False
1897-05-01,1897,5,1890,Spring,-0.006,0.143,False,False,False,False,False,False
1897-06-01,1897,6,1890,Summer,-0.168,0.142,False,False,False,False,False,False
1897-07-01,1897,7,1890,Summer,-0.195,0.175,False,False,False,False,False,False
1897-08-01,1897,8,1890,Summer,-0.214,0.172,False,False,False,False,False,False
1897-09-01,1897,9,1890,Autumn,-0.258,0.152,False,False,False,False,False,False
1897-10-01,1897,10,1890,Autumn,-0.209,0.148,False,False,False,False,False,False
1897-11-01,1897,11,1890,Autumn,-0.344,0.137,False,False,False,False,False,False
1897-12-01,1897,12,1890,Winter,-0.272,0.124,False,False,False,False,False,False
1898-01-01,1898,1,1890,Winter,-0.17,0.17,False,False,False,False,False,False
1898-02-01,1898,2,1890,Winter,-0.498,0.123,False,False,False,False,False,False
1898-03-01,1898,3,1890,Spring,-0.625,0.127,False,True,False,False,False,False
1898-04-01,1898,4,1890,Spring,-0.403,0.136,False,False,False,False,False,False
1898-05-01,1898,5,1890,Spring,-0.399,0.156,False,False,False,False,False,False
1898-06-01,1898,6,1890,Summer,-0.228,0.15,False,False,False,False,False,False
1898-07-01,1898,7,1890,Summer,-0.351,0.168,False,False,False,False,False,False
1898-08-01,1898,8,1890,Summer,-0.374,0.165,False,False,False,False,False,False
1898-09-01,1898,9,1890,Autumn,-0.411,0.154,False,False,False,False,False,False
1898-10-01,1898,10,1890,Autumn,-0.493,0.139,False,False,False,False,False,False
1898-11-01,1898,11,1890,Autumn,-0.57,0.147,False,True,False,False,False,False
1898-12-01,1898,12,1890,Winter,-0.42,0.136,False,False,False,False,False,False
1899-01-01,1899,1,1890,Winter,-0.229,0.147,False,False,False,False,False,False
1899-02-01,1899,2,1890,Winter,-0.494,0.127,False,False,False,False,False,False
1899-03-01,1899,3,1890,Spring,-0.434,0.131,False,False,False,False,False,False
1899-04-01,1899,4,1890,Spring,-0.213,0.145,False,False,False,False,False,False
1899-05-01,1899,5,1890,Spring,-0.21,0.143,False,False,False,False,False,False
1899-06-01,1899,6,1890,Summer,-0.37,0.138,False,False,False,False,False,False
1899-07-01,1899,7,1890,Summer,-0.279,0.163,False,False,False,False,False,False
1899-08-01,1899,8,1890,Summer,-0.175,0.169,False,False,False,False,False,False
1899-09-01,1899,9,1890,Autumn,-0.122,0.142,False,False,False,False,False,False
1899-10-01,1899,10,1890,Autumn,-0.089,0.128,False,False,False,False,False,False
1899-11-01,1899,11,1890,Autumn,0.001,0.137,True,False,False,False,False,False
1899-12-01,1899,12,1890,Winter,-0.288,0.148,False,False,False,False,False,False
1900-01-01,1900,1,1900,Winter,-0.419,0.142,False,False,False,False,False,False
1900-02-01,1900,2,1900,Winter,-0.019,0.152,False,False,False,False,False,False
1900-03-01,1900,3,1900,Spring,0.031,0.12,True,False,False,False,False,False
1900-04-01,1900,4,1900,Spring,-0.121,0.131,False,False,False,False,False,False
1900-05-01,1900,5,1900,Spring,-0.072,0.142,False,False,False,False,False,False
1900-06-01,1900,6,1900,Summer,-0.15,0.143,False,False,False,False,False,False
1900-07-01,1900,7,1900,Summer,-0.188,0.166,False,False,False,False,False,False
1900-08-01,1900,8,1900,Summer,-0.181,0.17,False,False,False,False,False,False
1900-09-01,1900,9,1900,Autumn,-0.147,0.149,False,False,False,False,False,False
1900-10-01,1900,10,1900,Autumn,0.029,0.136,True,False,False,False,False,False
1900-11-01,1900,11,1900,Autumn,-0.234,0.141,False,False,False,False,False,False
1900-12-01,1900,12,1900,Winter,-0.144,0.126,False,False,False,False,False,False
1901-01-01,1901,1,1900,Winter,-0.294,0.13,False,False,False,False,False,False
1901-02-01,1901,2,1900,Winter,-0.104,0.134,False,False,False,False,False,False
1901-03-01,1901,3,1900,Spring,-0.029,0.116,False,False,False,False,False,False
1901-04-01,1901,4,1900,Spring,-0.042,0.129,False,False,False,False,False,False
1901-05-01,1901,5,1900,Spring,-0.168,0.14,False,False,False,False,False,False
1901-06-01,1901,6,1900,Summer,-0.233,0.14,False,False,False,False,False,False
1901-07-01,1901,7,1900,Summer,-0.274,0.161,False,False,False,False,False,False
1901-08-01,1901,8,1900,Summer,-0.204,0.166,False,False,False,False,False,False
1901-09-01,1901,9,1900,Autumn,-0.295,0.14,False,False,False,False,False,False
1901-10-01,1901,10,1900,Autumn,-0.3,0.134,False,False,False,False,False,False
1901-11-01,1901,11,1900,Autumn,-0.322,0.125,False,False,False,False,False,False
1901-12-01,1901,12,1900,Winter,-0.273,0.126,False,False,False,False,False,False
1902-01-01,1902,1,1900,Winter,-0.297,0.119,False,False,False,False,False,False
1902-02-01,1902,2,1900,Winter,-0.08,0.119,False,False,False,False,False,False
1902-03-01,1902,3,1900,Spring,-0.393,0.112,False,False,False,False,False,False
1902-04-01,1902,4,1900,Spring,-0.329,0.134,False,False,False,False,False,False
1902-05-01,1902,5,1900,Spring,-0.388,0.142,False,False,False,False,False,False
1902-06-01,1902,6,1900,Summer,-0.356,0.129,False,False,False,False,False,False
1902-07-01,1902,7,1900,Summer,-0.324,0.165,False,False,False,False,False,False
1902-08-01,1902,8,1900,Summer,-0.363,0.164,False,False,False,False,False,False
1902-09-01,1902,9,1900,Autumn,-0.384,0.149,False,False,False,False,False,False
1902-10-01,1902,10,1900,Autumn,-0.434,0.126,False,False,False,False,False,False
1902-11-01,1902,11,1900,Autumn,-0.583,0.122,False,True,False,False,False,False
1902-12-01,1902,12,1900,Winter,-0.532,0.133,False,True,False,False,False,False
1903-01-01,1903,1,1900,Winter,-0.274,0.143,False,False,False,False,False,False
1903-02-01,1903,2,1900,Winter,-0.166,0.123,False,False,False,False,False,False
1903-03-01,1903,3,1900,Spring,-0.303,0.125,False,False,False,False,False,False
1903-04-01,1903,4,1900,Spring,-0.5,0.137,False,False,False,False,False,False
1903-05-01,1903,5,1900,Spring,-0.469,0.146,False,False,False,False,False,False
1903-06-01,1903,6,1900,Summer,-0.56,0.13,False,True,False,False,False,False
1903-07-01,1903,7,1900,Summer,-0.482,0.159,False,False,False,False,False,False
1903-08-01,1903,8,1900,Summer,-0.579,0.162,False,True,False,False,False,False
1903-09-01,1903,9,1900,Autumn,-0.631,0.15,False,True,False,False,False,False
1903-10-01,1903,10,1900,Autumn,-0.573,0.124,False,True,False,False,False,False
1903-11-01,1903,11,1900,Autumn,-0.575,0.119,False,True,False,False,False,False
1903-12-01,1903,12,1900,Winter,-0.545,0.122,False,True,False,False,False,False
1904-01-01,1904,1,1900,Winter,-0.674,0.129,False,True,False,False,False,False
1904-02-01,1904,2,1900,Winter,-0.674,0.126,False,True,False,False,False,False
1904-03-01,1904,3,1900,Spring,-0.506,0.114,False,True,False,False,False,False
1904-04-01,1904,4,1900,Spring,-0.546,0.126,False,True,False,False,False,False
1904-05-01,1904,5,1900,Spring,-0.549,0.14,False,True,False,False,False,False
1904-06-01,1904,6,1900,Summer,-0.523,0.132,False,True,False,False,False,False
1904-07-01,1904,7,1900,Summer,-0.551,0.167,False,True,False,False,False,False
1904-08-01,1904,8,1900,Summer,-0.521,0.174,False,True,False,False,False,False
1904-09-01,1904,9,1900,Autumn,-0.619,0.142,False,True,False,False,False,False
1904-10-01,1904,10,1900,Autumn,-0.504,0.139,False,True,False,False,False,False
1904-11-01,1904,11,1900,Autumn,-0.3,0.13,False,False,False,False,False,False
1904-12-01,1904,12,1900,Winter,-0.352,0.119,False,False,False,False,False,False
1905-01-01,1905,1,1900,Winter,-0.351,0.119,False,False,False,False,False,False
1905-02-01,1905,2,1900,Winter,-0.622,0.135,False,True,False,False,False,False
1905-03-01,1905,3,1900,Spring,-0.316,0.116,False,False,False,False,False,False
1905-04-01,1905,4,1900,Spring,-0.38,0.129,False,False,False,False,False,False
1905-05-01,1905,5,1900,Spring,-0.299,0.139,False,False,False,False,False,False
1905-06-01,1905,6,1900,Summer,-0.335,0.128,False,False,False,False,False,False
1905-07-01,1905,7,1900,Summer,-0.372,0.166,False,False,False,False,False,False
1905-08-01,1905,8,1900,Summer,-0.294,0.168,False,False,False,False,False,False
1905-09-01,1905,9,1900,Autumn,-0.359,0.141,False,False,False,False,False,False
1905-10-01,1905,10,1900,Autumn,-0.326,0.138,False,False,False,False,False,False
1905-11-01,1905,11,1900,Autumn,-0.196,0.119,False,False,False,False,False,False
1905-12-01,1905,12,1900,Winter,-0.277,0.119,False,False,False,False,False,False
1906-01-01,1906,1,1900,Winter,-0.343,0.127,False,False,False,False,False,False
1906-02-01,1906,2,1900,Winter,-0.322,0.121,False,False,False,False,False,False
1906-03-01,1906,3,1900,Spring,-0.125,0.114,False,False,False,False,False,False
1906-04-01,1906,4,1900,Spring,-0.035,0.133,False,False,False,False,False,False
1906-05-01,1906,5,1900,Spring,-0.294,0.14,False,False,False,False,False,False
1906-06-01,1906,6,1900,Summer,-0.263,0.132,False,False,False,False,False,False
1906-07-01,1906,7,1900,Summer,-0.345,0.164,False,False,False,False,False,False
1906-08-01,1906,8,1900,Summer,-0.29,0.174,False,False,False,False,False,False
1906-09-01,1906,9,1900,Autumn,-0.345,0.143,False,False,False,False,False,False
1906-10-01,1906,10,1900,Autumn,-0.186,0.131,False,False,False,False,False,False
1906-11-01,1906,11,1900,Autumn,-0.413,0.128,False,False,False,False,False,False
1906-12-01,1906,12,1900,Winter,-0.176,0.121,False,False,False,False,False,False
